asia_category_code,brand_name,category_name,code,color_name,description,description_short,family,id,image,import_amount,import_price,import_value,is_active,last_date,magento_status,model,model2,name,price,product_all_properties,promotion_price,promotion_status,pv_sku,quantity,revenue,series,status,url_key,variant,watched
03-N006-02-99,TPLINK,Switch,Sửa Mã SP,,,,,371,http://phongvu.vn/media/catalog/product/t/l/tl-sg1016de-03.jpg,0,1199974,0,0,,2,Bộ chia mạng TP-Link 16 Port Gigabit,,Bộ chia mạng TP-Link 16 Port Gigabit,0.0,1703826 bo chia mang tp-link 16 port gigabit switch  tplink,,0.0,1703826,0.0,0.0,,0,thi-t-b-m-ng-switch-tp-link-16p-gigabit,,0
03-N006-02-99,TPLINK,Switch,Sửa Mã SP,,,,,374,http://phongvu.vn/media/catalog/product/t/l/tl-sg1024d-03.jpg,0,1600403,0,0,,2,Bộ chia mạng TP-Link 24 Port Gigabit,,Bộ chia mạng TP-Link 24 Port Gigabit,0.0,1703827 bo chia mang tp-link 24 port gigabit switch  tplink,,0.0,1703827,0.0,0.0,,0,thi-t-b-m-ng-switch-tp-link-24p-gigabit,,0
03-N006-04-99,TPLINK,Switch,Sửa Mã SP,,"<p>&nbsp;48 cổng RJ45 tốc độ 10/100/1000Mbps<br />-&nbsp;Hỗ trợ tự học địa chỉ MAC, tự động MDI/MDIX v&agrave; tự động đ&agrave;m ph&aacute;n<br />-&nbsp;Vỏ bằng th&eacute;p, gắn được tr&ecirc;n tủ Rack 19 in<br />-&nbsp;Tốc độ lọc dữ liệu 100% sẽ loại bỏ tất cả c&aacute;c g&oacute;i tin bị lỗi<br />-&nbsp;Hỗ trợ kiểm so&aacute;t lưu lượng IEEE 802.3x đối với chế độ Full Duplex v&agrave; &aacute;p suất đối với chế độ Half Duplex<br />-&nbsp;Thiết kế switching kh&ocirc;ng bị chặn qua đ&oacute; c&oacute; thể chuyển tiếp v&agrave; lọc c&aacute;c g&oacute;i tin với lưu lượng truyền tải c&oacute; tốc độ tối đa<br />-&nbsp;C&ocirc;ng suất chuyển mạch 96 Gbps<br />-&nbsp;T&iacute;nh năng Auto-MDI/MDIX loại bỏ việc sử dụng c&aacute;p ch&eacute;o<br />-&nbsp;Hỗ trợ địa chỉ MAC auto-learning v&agrave; auto-aging<br />-&nbsp;Hỗ trợ cổng Auto-negotiation N-Way, lưu trữ v&agrave; chuyển tiếp<br />-&nbsp;Kiểu d&aacute;ng để b&agrave;n nhỏ gọn, c&oacute; gi&aacute; treo cứng c&aacute;p<br />-&nbsp;Thiết kế cắm v&agrave;o l&agrave; x&agrave;i rất dễ d&agrave;ng c&agrave;i đặt</p>","<p>&nbsp;48 cổng RJ45 tốc độ 10/100/1000Mbps<br />-&nbsp;Hỗ trợ tự học địa chỉ MAC, tự động MDI/MDIX v&agrave; tự động đ&agrave;m ph&aacute;n<br />-&nbsp;Vỏ bằng th&eacute;p, gắn được tr&ecirc;n tủ Rack 19 in<br />-&nbsp;Tốc độ lọc dữ liệu 100% sẽ loại bỏ tất cả c&aacute;c g&oacute;i tin bị lỗi<br />-&nbsp;Hỗ trợ kiểm so&aacute;t lưu lượng IEEE 802.3x đối với chế độ Full Duplex v&agrave; &aacute;p suất đối với chế độ Half Duplex<br />-&nbsp;Thiết kế switching kh&ocirc;ng bị chặn qua đ&oacute; c&oacute; thể chuyển tiếp v&agrave; lọc c&aacute;c g&oacute;i tin với lưu lượng truyền tải c&oacute; tốc độ tối đa<br />-&nbsp;C&ocirc;ng suất chuyển mạch 96 Gbps<br />-&nbsp;T&iacute;nh năng Auto-MDI/MDIX loại bỏ việc sử dụng c&aacute;p ch&eacute;o<br />-&nbsp;Hỗ trợ địa chỉ MAC auto-learning v&agrave; auto-aging<br />-&nbsp;Hỗ trợ cổng Auto-negotiation N-Way, lưu trữ v&agrave; chuyển tiếp<br />-&nbsp;Kiểu d&aacute;ng để b&agrave;n nhỏ gọn, c&oacute; gi&aacute; treo cứng c&aacute;p<br />-&nbsp;Thiết kế cắm v&agrave;o l&agrave; x&agrave;i rất dễ d&agrave;ng c&agrave;i đặt</p>",,378,http://shop.gcafe.vn/media/catalog/product/s/w/switch-tplink-48p-tl-sg1048.png,0,5560000,0,1,2018-10-02,1,Thiết bị mạng/ Switch TPLink 48P TL SG1048,,Thiết bị mạng/ Switch TPLink 48P TL SG1048,7200000.0,1502097 thiet bi mang/ switch tplink 48p tl sg1048 switch  tplink,,0.0,1502097,0.00013326226012793177,0.00229876738050247,,1,thiet-bi-mang-switch-tplink-48p-tl-sg1048,,0
03-N006-04-99,,Switch,Sửa Mã SP,,"<p>Số cổng LAN: 16 Port<br />Tốc độ: 10/100/1000Mbps,TP-Link Gigabit Switch 16 Ports 10/100/1000M&nbsp;<br />1U 13-inch rack-mountable steel case (TL-SG1016D)</p>","<p>Số cổng LAN: 16 Port<br />Tốc độ: 10/100/1000Mbps,TP-Link Gigabit Switch 16 Ports 10/100/1000M&nbsp;<br />1U 13-inch rack-mountable steel case (TL-SG1016D)</p>",,382,http://shop.gcafe.vn/media/catalog/product/b/o/bo-chia-mang-tp-link-sg1016d-3.png,56,1120000,58912940,1,2018-10-09,1,Thiết bị mạng/ Switch TPLink 16P TL SG1016D,,Thiết bị mạng/ Switch TPLink 16P TL SG1016D,1310000.0,1402684 thiet bi mang/ switch tplink 16p tl sg1016d switch,,0.0,1402684,0.008928571428571428,0.014078870150398886,,1,bo-chia-mang-tp-link-sg1016d,16 port,0
03-N006-04-99,,Switch,Sửa Mã SP,,"- 8 cổng RJ45 Gigabit Auto-Negotiation, hỗ trợ MDI/MDIX tự động
- Công nghệ Ethernet thân thiện với môi trường tiết kiệm năng lượng đến 80%
- Vỏ nhựa, thiết kế để bàn hoặc đế treo tường
- Cắm vào và sử dụng, không đòi hỏi phải cấu hình","- 8 cổng RJ45 Gigabit Auto-Negotiation, hỗ trợ MDI/MDIX tự động
- Công nghệ Ethernet thân thiện với môi trường tiết kiệm năng lượng đến 80%
- Vỏ nhựa, thiết kế để bàn hoặc đế treo tường
- Cắm vào và sử dụng, không đòi hỏi phải cấu hình",,383,http://shop.gcafe.vn/media/catalog/product/t/l/tl-sg1008d_un_v6_984_68_large_0_20150407135656.jpg,-1,411000,-1,1,2018-10-09,1,Thiết bị mạng/ Switch TPLink 8P TL SG1008D,,Thiết bị mạng/ Switch TPLink 8P TL SG1008D,469000.0,1703462 thiet bi mang/ switch tplink 8p tl sg1008d switch,,0.0,1703462,0.009328358208955223,0.005301621174688942,,1,b-chia-m-ng-tp-link-tl-sg1008d-8-port-gigabit,8 port,0
03-N006-04-99,,Switch,Sửa Mã SP,,"<p>- Những T&iacute;nh Năng Nổi Bật:&nbsp;<br />- 24 cổng 10/100/1000Mbps&nbsp;<br />- C&ocirc;ng nghệ năng lượng hiệu quả s&aacute;ng tạo tiết kiệm năng lượng l&ecirc;n đến 40%&nbsp;<br />- Hỗ trợ tự học địa chỉ MAC, tự động MDI/MDIX v&agrave; đ&agrave;m ph&aacute;n tự động&nbsp;<br />- Thiết kế cắm v&agrave;o v&agrave; sử dụng</p>","<p>- Những T&iacute;nh Năng Nổi Bật:&nbsp;<br />- 24 cổng 10/100/1000Mbps&nbsp;<br />- C&ocirc;ng nghệ năng lượng hiệu quả s&aacute;ng tạo tiết kiệm năng lượng l&ecirc;n đến 40%&nbsp;<br />- Hỗ trợ tự học địa chỉ MAC, tự động MDI/MDIX v&agrave; đ&agrave;m ph&aacute;n tự động&nbsp;<br />- Thiết kế cắm v&agrave;o v&agrave; sử dụng</p>",,388,http://shop.gcafe.vn/media/catalog/product/t/p/tplink-24p-tl-sg1024d-1.jpg,61,1495000,59840910,1,2018-10-09,1,Thiết bị mạng/ Switch TPLink 24P TL SG1024D,,Thiết bị mạng/ Switch TPLink 24P TL SG1024D,1770000.0,1402685 thiet bi mang/ switch tplink 24p tl sg1024d switch,,0.0,1402685,0.006263326226012793,0.01348142134431059,,1,bo-chia-mang-tp-link-tl-sg1024d-den,24 port,0
04-N004-04,ARES,Bộ Lưu Điện,Sửa Mã SP,Đen,"<p>* Chức năng ổn &aacute;p tự động AVR bảo vệ m&aacute;y t&iacute;nh v&agrave; thiết bị điện hoạt động an to&agrave;n. Dạng s&oacute;ng sine m&ocirc; phỏng đầu ra gi&uacute;p bảo vệ thiết bị tốt hơn, &iacute;t g&acirc;y n&oacute;ng v&agrave; hư hao thiết bị so với dạng s&oacute;ng vu&ocirc;ng th&ocirc;ng thường . . .</p>","<p>* Chức năng ổn &aacute;p tự động AVR bảo vệ m&aacute;y t&iacute;nh v&agrave; thiết bị điện hoạt động an to&agrave;n. Dạng s&oacute;ng sine m&ocirc; phỏng đầu ra gi&uacute;p bảo vệ thiết bị tốt hơn, &iacute;t g&acirc;y n&oacute;ng v&agrave; hư hao thiết bị so với dạng s&oacute;ng vu&ocirc;ng th&ocirc;ng thường . . .</p>",,390,http://shop.gcafe.vn/media/catalog/product/b/o/bo-luu-dien-ups-ares-ar265i_650va-_390w_-den-3.jpg,61,880000,31718204,1,2018-10-09,1,Bộ lưu điện/ UPS Ares AR265i (650VA),,Bộ lưu điện/ UPS Ares AR265i (650VA),1056000.0,1601040 bo luu dien/ ups ares ar265i (650va) bo luu dien den ares,,0.0,1601040,0.006263326226012793,0.008023160780307207,,1,b-luu-di-n-ups-ares-ar265i-650va,650VA,0
04-N004-04,ARES,Bộ Lưu Điện,Sửa Mã SP,,"<p>650VA/390W - Ổn &aacute;p tự động, 1 PC tải tối đa 25 ph&uacute;t</p>","<p>650VA/390W - Ổn &aacute;p tự động, 1 PC tải tối đa 25 ph&uacute;t</p>",,391,http://dev.tekshop.vn/media/catalog/product/uploads/product/p_3935/2017/04/28/3935.jpg,0,830000,0,0,,2,Bộ lưu điện/ UPS Ares AR265 (650VA),,Bộ lưu điện/ UPS Ares AR265 (650VA),996000.0,1402997 bo luu dien/ ups ares ar265 (650va) bo luu dien  ares,,0.0,1402997,0.0,0.0,,5,bo-luu-di-n-ups-ares-ar265-650va,,0
04-N004-01,SANTAK,Bộ Lưu Điện,Sửa Mã SP,,"- Thời gian chuyển trạng th&aacute;i hoạt động từ điện lưới sang chế độ lưu điện v&agrave; ngược lại tối đa 10ms.<br />- Sử dụng c&ocirc;ng nghệ linh kiện d&aacute;n bề mặt (SMD) tạo n&ecirc;n sản phẩm SANTAK TG c&oacute; k&iacute;ch thước nhỏ gọn v&agrave; nhẹ.<br />- Chức năng khởi động nguội khi kh&ocirc;ng c&oacute; điện lưới.<br />- Vận h&agrave;nh đơn giản, dễ d&agrave;ng.<br />- Bộ nạp điện an to&agrave;n gi&uacute;p k&eacute;o d&agrave;i tuổi thọ của ắc-qui.<br />- Tuơng th&iacute;ch tốt với m&aacute;y ph&aacute;t điện.","- Thời gian chuyển trạng th&aacute;i hoạt động từ điện lưới sang chế độ lưu điện v&agrave; ngược lại tối đa 10ms.<br />- Sử dụng c&ocirc;ng nghệ linh kiện d&aacute;n bề mặt (SMD) tạo n&ecirc;n sản phẩm SANTAK TG c&oacute; k&iacute;ch thước nhỏ gọn v&agrave; nhẹ.<br />- Chức năng khởi động nguội khi kh&ocirc;ng c&oacute; điện lưới.<br />- Vận h&agrave;nh đơn giản, dễ d&agrave;ng.<br />- Bộ nạp điện an to&agrave;n gi&uacute;p k&eacute;o d&agrave;i tuổi thọ của ắc-qui.<br />- Tuơng th&iacute;ch tốt với m&aacute;y ph&aacute;t điện.",,401,http://shop.gcafe.vn/media/catalog/product/9/0/90._b_l_u_i_n_usp_santak_1000tg.jpg,91,2265000,126818140,1,2018-10-09,1,Bộ lưu điện/ UPS Santak 1000TG,,Bộ lưu điện/ UPS Santak 1000TG,2530000.0,1208030 bo luu dien/ ups santak 1000tg bo luu dien  santak,,0.0,1208030,0.010394456289978678,0.03161731499069976,,1,b-luu-di-n-ups-santak-1000tg,,0
04-N004-01,SANTAK,Bộ Lưu Điện,Sửa Mã SP,Trắng,"- Bộ lưu điện Twinguard được thiết kế lưu điện dự ph&ograve;ng th&iacute;ch hợp cho m&aacute;y vi t&iacute;nh, m&aacute;y văn ph&ograve;ng, m&aacute;y t&iacute;nh<br />&nbsp;tiền trong si&ecirc;u thị, c&ugrave;ng c&aacute;c thiết bị CNTT, điện tử kh&aacute;c.<br />- Sử dụng c&ocirc;ng nghệ linh kiện d&aacute;n bề mặt (SMD) tạo n&ecirc;n sản phẩm Twinguard c&oacute; k&iacute;ch thước nhỏ gọn v&agrave; nhẹ<br />- Thời gian chuyển trạng th&aacute;i hoạt động từ điện lưới sang chế độ lưu điện v&agrave; ngược lại tối đa 10 mili gi&acirc;y<br />- Vận h&agrave;nh đơn giản, dễ d&agrave;ng","- Bộ lưu điện Twinguard được thiết kế lưu điện dự ph&ograve;ng th&iacute;ch hợp cho m&aacute;y vi t&iacute;nh, m&aacute;y văn ph&ograve;ng, m&aacute;y t&iacute;nh<br />&nbsp;tiền trong si&ecirc;u thị, c&ugrave;ng c&aacute;c thiết bị CNTT, điện tử kh&aacute;c.<br />- Sử dụng c&ocirc;ng nghệ linh kiện d&aacute;n bề mặt (SMD) tạo n&ecirc;n sản phẩm Twinguard c&oacute; k&iacute;ch thước nhỏ gọn v&agrave; nhẹ<br />- Thời gian chuyển trạng th&aacute;i hoạt động từ điện lưới sang chế độ lưu điện v&agrave; ngược lại tối đa 10 mili gi&acirc;y<br />- Vận h&agrave;nh đơn giản, dễ d&agrave;ng",,402,http://shop.gcafe.vn/media/catalog/product/b/o/bo-luu-dien-ups-santak-500-tg-300w-trang-1.jpg,306,935000,225983053,1,2018-10-09,1,Bộ lưu điện/ UPS Santak 500TG,,Bộ lưu điện/ UPS Santak 500TG,1035000.0,1208031 bo luu dien/ ups santak 500tg bo luu dien trang santak,,0.0,1208031,0.026918976545842216,0.03328030782763376,,1,b-luu-di-n-ups-santak-500va,,0
04-N004-01,SANTAK,Bộ Lưu Điện,Sửa Mã SP,,                                                                                                                                                                                                                                                          <p><strong>1K Online</strong>. Phần mềm quản lý</p>                                                                                                                                                                                    ,                                                                                                                                                                                                                                                          <p><strong>1K Online</strong>. Phần mềm quản lý</p>                                                                                                                                                                                    ,,404,http://shop.gcafe.vn/media/catalog/product/uploads/product/p_1506/2017/04/28/1506.jpg,1,7550000,0,1,2018-10-02,1,Bộ lưu điện/ UPS Santak C1K Online,,Bộ lưu điện/ UPS Santak C1K Online,8305000.0,1208039 bo luu dien/ ups santak c1k online bo luu dien  santak,,0.0,1208039,0.00026652452025586353,0.003978512703327022,,5,b-luu-di-n-ups-santak-online-c1k-1kva-700w,,0
03-N006-01-02,DRAYTEK,Thiết bị mạng,Sửa Mã SP,,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""1790"">
<tbody>
<tr height=""20"">
<td width=""1790"" height=""20"">Router chuy&ecirc;n   nghiệp cho game, support IPv6 network, tương th&iacute;ch tốt với tất cả c&aacute;c mạng   c&aacute;p quang: VNPT, Viettel, FPT, CMC, SCTV...Chạy được với mạng GPON khi đ&atilde; c&oacute;   converter GPON hoặc đ&atilde; cấu h&igrave;nh modem GPON th&agrave;nh Bridge, 2 WAN 10/100Mbps,   RJ45, 1 USB port connect 3G/4G, connect usb disk for file server hoặc usb   printer, 4 LAN port 10/100M with VLAN (IEEE802.1q/ 2 subnet - 2 vlan),   Dynamic DNS, DHCP Server, Firewall security, URL filter, Smart monitor   (30pc): xem nội dung mail, chat, web... của từng user tr&ecirc;n mạng. Bảo h&agrave;nh 2 năm.</td>
</tr>
</tbody>
</table>","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""1790"">
<tbody>
<tr height=""20"">
<td width=""1790"" height=""20"">Router chuy&ecirc;n   nghiệp cho game, support IPv6 network, tương th&iacute;ch tốt với tất cả c&aacute;c mạng   c&aacute;p quang: VNPT, Viettel, FPT, CMC, SCTV...Chạy được với mạng GPON khi đ&atilde; c&oacute;   converter GPON hoặc đ&atilde; cấu h&igrave;nh modem GPON th&agrave;nh Bridge, 2 WAN 10/100Mbps,   RJ45, 1 USB port connect 3G/4G, connect usb disk for file server hoặc usb   printer, 4 LAN port 10/100M with VLAN (IEEE802.1q/ 2 subnet - 2 vlan),   Dynamic DNS, DHCP Server, Firewall security, URL filter, Smart monitor   (30pc): xem nội dung mail, chat, web... của từng user tr&ecirc;n mạng. Bảo h&agrave;nh 2 năm.</td>
</tr>
</tbody>
</table>",,405,http://dev.tekshop.vn/media/catalog/product/uploads/product/p_4051/2017/04/28/4051.jpg,0,1888000,0,0,,2,Bộ định tuyến/ ADSL Draytek V2912,,Bộ định tuyến/ ADSL Draytek V2912,2250000.0,1403218 bo dinh tuyen/ adsl draytek v2912 thiet bi mang  draytek,,0.0,1403218,0.0,0.0,,5,bo-d-nh-tuy-n-adsl-draytek-v2912,,0
03-N006-02-04,TPLINK,Router Wifi,Sửa Mã SP,,"<p>Tốc độ Wifi: 300Mbps Wireless N Router<br />Nguồn điện: 110V~240V(50~60Hz)<br />Số cổng LAN: 1 x WAN, 4 x LAN<br />Số Anten: 2 x Anten<br />Tốc độ cổng mạng: 10/100Mbps<br />Số m&aacute;y truy cập tối đa đồng thời: Tối đa 16 user sử dụng.</p>","<p>Tốc độ Wifi: 300Mbps Wireless N Router<br />Nguồn điện: 110V~240V(50~60Hz)<br />Số cổng LAN: 1 x WAN, 4 x LAN<br />Số Anten: 2 x Anten<br />Tốc độ cổng mạng: 10/100Mbps<br />Số m&aacute;y truy cập tối đa đồng thời: Tối đa 16 user sử dụng.</p>",,416,http://shop.gcafe.vn/media/catalog/product/t/h/thiet-bi-phat-wifi-tp-link-tl-wr841n-1.png,318,275000,79223888,1,2018-10-09,1,Thiết bị mạng/ Router TPLink TL-WR841N,,Thiết bị mạng/ Router TPLink TL-WR841N,309000.0,1402681 thiet bi mang/ router tplink tl-wr841n router wifi  tplink,,0.0,1402681,0.06090085287846482,0.02254771523564878,,1,thiet-bi-phat-wifi-tp-link-tl-wr841n,,0
03-N006-02-04,TPLINK,Router Wifi,Sửa Mã SP,,"<p>Tốc độ Wifi: 802.11b/g/n - 450Mbps<br />Nguồn điện: 110V~240V(50~60Hz)<br />Số cổng LAN: 1 x WAN, 4 x LAN<br />Số Anten: 3 x Anten 5dBi<br />Tốc độ cổng mạng: 10/100Mbps</p>","<p>Tốc độ Wifi: 802.11b/g/n - 450Mbps<br />Nguồn điện: 110V~240V(50~60Hz)<br />Số cổng LAN: 1 x WAN, 4 x LAN<br />Số Anten: 3 x Anten 5dBi<br />Tốc độ cổng mạng: 10/100Mbps</p>",,420,http://shop.gcafe.vn/media/catalog/product/t/h/thiet-bi-phat-wifi-tp-link-wr940n-1.png,47,436000,19427308,1,2018-10-09,1,Thiết bị mạng/ Router TPLink TL-WR940N,,Thiết bị mạng/ Router TPLink TL-WR940N,495000.0,1600254 thiet bi mang/ router tplink tl-wr940n router wifi  tplink,,0.0,1600254,0.01652452025586354,0.009785735622870408,,1,thiet-bi-phat-wifi-tp-link-wr940n,,0
04-N027-01-99,Khác,Camera,Sửa Mã SP,,,,,426,http://phongvu.vn/media/catalog/product/c/a/camera_robot_htc-_ipc_z05ha.jpg,0,,0,0,,2,Camera IPC Z06HA Yoosee,,Camera IPC Z06HA Yoosee,0.0,1703834 camera ipc z06ha yoosee camera  khac,,0.0,1703834,0.0,0.0,,0,thi-t-b-quan-sat-camera-ipc-z06ha,,0
04-N027-01-99,Khác,Camera,Sửa Mã SP,,,,,427,http://phongvu.vn/media/catalog/product/c/a/camera_robot_htc-_ipc_z13a.jpg,0,,0,0,,2,Camera IPC Z13,,Camera IPC Z13,0.0,1703835 camera ipc z13 camera  khac,,0.0,1703835,0.0,0.0,,0,thi-t-b-quan-sat-camera-ipc-z13,,0
04-N027-01-99,Khác,Camera,Sửa Mã SP,,,,,428,http://phongvu.vn/media/catalog/product/d/o/download.png,0,,0,0,,2,Camera iThink HandView Q1,,Camera iThink HandView Q1,0.0,1703836 camera ithink handview q1 camera  khac,,0.0,1703836,0.0,0.0,,0,thi-t-b-quan-sat-camera-ithink-handview-q1,,0
04-N027-01-99,Khác,Camera,Sửa Mã SP,,,,,429,,0,,0,0,,2,Camera iThink HandView Q2,,Camera iThink HandView Q2,0.0,1703837 camera ithink handview q2 camera  khac,,0.0,1703837,0.0,0.0,,0,thi-t-b-quan-sat-camera-ithink-handview-q2,,0
,iThink,Camera,Sửa Mã SP,,,,,432,http://phongvu.vn/media/catalog/product/q/1/q11.jpg,0,,0,0,,2,Camera iThink Q1,,Camera iThink Q1,0.0,1703838 camera ithink q1 camera  ithink,,0.0,1703838,0.0,0.0,,0,camera-ithink-q1,,0
,iThink,Camera,Sửa Mã SP,,,,,433,http://phongvu.vn/media/catalog/product/q/2/q2-1.jpg,0,,0,0,,2,Camera iThink Q2,,Camera iThink Q2,0.0,1703839 camera ithink q2 camera  ithink,,0.0,1703839,0.0,0.0,,0,camera-ithink-q2,,0
04-N027-01-99,Khác,Camera,Sửa Mã SP,,,,,435,http://phongvu.vn/media/catalog/product/c/a/camera_microtech_c163ahd.png,0,,0,0,,2,Camera Microtech C163AHD,,Camera Microtech C163AHD,0.0,1703840 camera microtech c163ahd camera  khac,,0.0,1703840,0.0,0.0,,0,thi-t-b-quan-sat-camera-microtech-c163ahd,,0
02-N008-01,ASUS,Card Màn Hình,Sửa Mã SP,,,,,439,http://phongvu.vn/media/catalog/product/t/_/t_i_xu_ng_2.jpg,0,1459000,0,0,,2,Card màn hình Asus 2GB GT730-2GD3,,Card màn hình Asus 2GB GT730-2GD3,1535000.0,1500004 card man hinh asus 2gb gt730-2gd3 card man hinh  asus,,0.0,1500004,0.0,0.0,,5,card-man-hinh-asus-2gb-gt730-2gd3,,0
